"day","price_usd","participants","active_participants","announced","open","funded","operating","matured_closed","reserves_cclx","fees_cclx","protocol_retained_fees_cclx","fees_indicative_usd","protocol_retained_value_usd","modeled_costs_usd","net_protocol_result_usd","deposit_volume_cclx","withdrawal_volume_cclx","migration_volume_cclx","rejected","p95_slippage","accounting_residual_cclx"
"29","0.275","300","300","0","3","0","0","0","5508664.76245232","18.022739790239992","13.517054842679993","4.9562534423159965","3.7171900817369985","0","3.7171900817369985","8836.606708754258","154.12977619608864","10.306378052706364","0","3.900825926717033e-7","0"
"30","0.275","300","300","0","3","0","0","0","5508739.681686875","18.18088211748333","13.635661588112495","4.999742582307914","3.7498069367309363","0","3.7498069367309363","8911.684085636225","154.12977619608864","12.301272530294488","0","0.0000029584007882776928","0"
"31","0.275","300","300","0","3","0","0","0","5508983.2394524105","18.668973831982942","14.001730373987204","5.133967803795309","3.8504758528464813","0","3.8504758528464813","9155.729942886033","154.12977619608864","12.301272530294488","0","0.00000492283396102966","0"
"32","0.275","300","300","0","3","0","0","0","5509938.321410792","20.703885249167815","15.527913936875862","5.6935684435211495","4.270176332640863","0","4.270176332640863","10122.158747588834","163.46037229290232","33.12855740378657","0","0.00002625225256034369","0"
"33","0.275","300","300","0","3","0","0","0","5510260.646995711","21.583033219210233","16.187274914407674","5.9353341352828135","4.451500601462111","0","4.451500601462111","10445.363480478396","163.46037229290232","91.25494060067507","0","0.000015800680393640576","0"
"34","0.275","300","300","0","3","0","0","0","5510941.191067245","22.946848993825643","17.21013674536923","6.310383473302051","4.732787604976538","0","4.732787604976538","11127.271367786103","163.46037229290232","91.25494060067507","0","0.00003451607800115663","9.313225746154785e-10"
"35","0.275","300","300","0","3","0","0","0","5514429.7726142425","29.937994378592585","22.453495783944437","8.232948454112961","6.174711340584721","0","6.174711340584721","14622.844060169577","163.46037229290232","91.25494060067507","0","0.0001271468666688813","0"
"36","0.275","300","300","0","3","0","0","0","5514413.833038611","29.969873529854926","22.47740514739119","8.241715220710105","6.181286415532578","0","6.181286415532578","14622.844060169577","179.39994792407379","91.25494060067507","0","7.689247383257936e-7","-9.313225746154785e-10"
"37","0.275","300","300","0","3","0","0","0","5514724.288013838","30.592027788827796","22.944020841620844","8.412807641927644","6.309605731445733","0","6.309605731445733","14933.92118965601","179.39994792407379","91.25494060067507","0","0.000007267284592260558","-9.313225746154785e-10"
"38","0.275","300","300","0","3","0","0","0","5515054.888221838","31.25455325576024","23.44091494182018","8.595002145334066","6.44625160900055","0","6.44625160900055","15265.183923122231","179.39994792407379","91.25494060067507","0","0.000017456964026063557","-9.313225746154785e-10"
"39","0.275","300","300","0","3","0","0","0","5515156.228909191","31.497813764962565","23.623360323721926","8.661898785364707","6.49642408902353","0","6.49642408902353","15374.341806733215","186.98906190134585","93.69412503455068","0","0.0000023643218467928044","0"
"40","0.275","300","300","0","3","0","0","0","5515173.275368017","31.53197500509468","23.64898125382101","8.67129312640104","6.503469844800778","0","6.503469844800778","15391.422426799272","186.98906190134585","93.69412503455068","0","4.812787566255139e-7","0"
"41","0.275","300","300","0","3","0","0","0","5515284.16504892","31.75419881451905","23.815649110889286","8.732404673992741","6.549303505494554","0","6.549303505494554","15502.534331511457","186.98906190134585","93.69412503455068","0","0.000008567163516381981","0"
"42","0.275","300","300","0","3","0","0","0","5515790.315426499","32.8693672201141","24.652025415085575","9.03907598553138","6.779306989148534","0","6.779306989148534","16034.934021389932","212.1735748203937","93.69412503455068","0","0.000017726682353247367","0"
"43","0.275","300","300","0","3","0","0","0","5515991.956823244","33.273458195554845","24.955093646666135","9.150201003777585","6.862650752833188","0","6.862650752833188","16236.979509110306","212.1735748203937","93.69412503455068","0","0.0000074605924089254925","0"
"44","0.275","300","300","0","3","0","0","0","5515991.956823244","33.273458195554845","24.955093646666135","9.150201003777585","6.862650752833188","0","6.862650752833188","16236.979509110306","212.1735748203937","93.69412503455068","1","0","0"
"45","0.275","300","300","0","3","0","0","0","5516174.419846181","33.68545280200556","25.264089601504168","9.263499520551532","6.947624640413647","0","6.947624640413647","16419.85452665381","212.1735748203937","105.24369515991957","0","0.000008407586251518718","0"
"46","0.275","300","300","0","3","0","0","0","5516256.483437646","33.84990889712676","25.387431672845068","9.308724946709862","6.981543710032394","0","6.981543710032394","16502.082574214408","212.1735748203937","105.24369515991957","0","0.000003833965549726592","-9.313225746154785e-10"
"47","0.275","300","300","0","3","0","0","0","5517481.61005281","36.305072454568815","27.22880434092661","9.983894925006428","7.4879211937548185","0","7.4879211937548185","17729.664352935437","212.1735748203937","105.24369515991957","0","0.0000590869327841137","0"
"48","0.275","300","300","0","3","0","0","0","5517481.61005281","36.305072454568815","27.22880434092661","9.983894925006428","7.4879211937548185","0","7.4879211937548185","17729.664352935437","212.1735748203937","105.24369515991957","0","0","0"
"49","0.275","300","300","0","3","0","0","0","5517576.341637414","36.49491530948565","27.371186482114236","10.036101710108557","7.527076282581415","0","7.527076282581415","17824.585780393856","212.1735748203937","105.24369515991957","0","0.0000026744467769290736","0"
"50","0.275","300","300","0","3","0","0","0","5517809.3439802015","36.96185387218678","27.721390404140088","10.16450981485137","7.623382361138525","0","7.623382361138525","18058.055061744424","212.1735748203937","105.24369515991957","0","0.000004689729182627555","-9.313225746154785e-10"
"51","0.275","300","300","0","3","0","0","0","5518052.092868415","37.50604245450839","28.129531840881295","10.314161674989814","7.735621256242357","0","7.735621256242357","18301.34813854038","212.1735748203937","119.6298873201404","0","0.000006233852348114244","-9.313225746154785e-10"
"52","0.275","300","300","0","3","0","0","0","5518349.100083652","38.30646667599496","28.729850006996223","10.534278335898621","7.900708751923962","0","7.900708751923962","18599.155777998778","212.1735748203937","170.78086947345085","0","0.000007053515033739187","0"
"53","0.275","300","300","0","3","0","0","0","5518799.818491081","39.209709977455354","29.40728248309152","10.78267024380023","8.08700268285017","0","8.08700268285017","19050.777428728976","212.1735748203937","170.78086947345085","0","0.000011174380167910947","0"
"54","0.275","300","300","0","3","0","0","0","5518984.476128052","39.61910845147772","29.714331338608297","10.895254824156384","8.171441118117283","0","8.171441118117283","19235.844464174676","212.1735748203937","180.58714432948645","0","0.000008553695258728398","-9.313225746154785e-10"
"55","0.275","300","300","0","3","0","0","0","5519449.26779158","40.550554670971934","30.41291600322895","11.151402534517292","8.363551900887963","0","8.363551900887963","19701.567573921777","212.1735748203937","180.58714432948645","0","0.000009054775380634702","0"
"56","0.275","300","300","0","3","0","0","0","5519842.697398804","41.33899075759368","31.00424306819526","11.368222458338272","8.526166843753698","0","8.526166843753698","20095.78561723265","212.1735748203937","180.58714432948645","0","0.0000303896688791383","-9.313225746154785e-10"
"57","0.275","300","300","0","3","0","0","0","5520024.98055968","41.70428767317702","31.27821575488277","11.46867911012369","8.601509332592762","0","8.601509332592762","20278.43407502432","212.1735748203937","180.58714432948645","0","0.000005145440698406389","-9.313225746154785e-10"
"58","0.275","300","300","0","3","0","0","0","5520056.7496576235","41.767953200119116","31.32596490008934","11.486187130032766","8.614640347524569","0","8.614640347524569","20310.26683849537","212.1735748203937","180.58714432948645","0","0.0000024537181295691823","-9.313225746154785e-10"
"59","0.275","300","300","0","3","0","0","0","5520194.9495544","42.04490690107122","31.53368017580342","11.562349397794597","8.67176204834594","0","8.67176204834594","20448.74368897142","212.1735748203937","180.58714432948645","0","0.0000023956940843783416","0"
"60","0.275","300","300","0","3","0","0","0","5520394.769769925","42.44534821474866","31.834011161061497","11.672470759055892","8.754353069291913","0","8.754353069291913","20648.96434581014","212.1735748203937","180.58714432948645","0","0.000007102489369448239","-9.313225746154785e-10"
"61","0.275","300","300","0","3","0","0","0","5520763.032543057","43.2001684015202","32.40012630114016","11.880046310418066","8.910034732813545","0","8.910034732813545","21017.98193912946","212.1735748203937","184.7791939122286","0","0.00000989173793892739","0"
"62","0.275","300","300","0","3","0","0","0","5521011.23715565","43.69757243477216","32.77317932607912","12.016832419562355","9.01262431467176","0","9.01262431467176","21266.683955755438","212.1735748203937","184.7791939122286","0","0.000007005711523122571","-9.313225746154785e-10"
"63","0.275","300","300","0","3","0","0","0","5521212.087808011","44.10007875213002","33.075059064097516","12.127521656835766","9.095641242626817","0","9.095641242626817","21467.937114434364","212.1735748203937","184.7791939122286","0","0.000004307594668373493","-9.313225746154785e-10"
"64","0.275","300","300","0","3","0","0","0","5521418.4159769965","44.51356205670834","33.38517154253126","12.241229565594805","9.180922174196098","0","9.180922174196098","21674.678766723526","212.1735748203937","184.7791939122286","0","0.0000034815842432922572","9.313225746154785e-10"
"65","0.275","300","300","0","3","0","0","0","5521987.368439556","45.65374735242003","34.24031051431503","12.554780521915518","9.416085391436633","0","9.416085391436633","22244.77141457937","212.1735748203937","184.7791939122286","0","0.000025457091171665612","0"
"66","0.275","300","300","0","3","0","0","0","5522389.330525613","46.45928259502055","34.84446194626541","12.776302713630663","9.582227035222989","0","9.582227035222989","22647.53903587963","212.1735748203937","184.7791939122286","0","0.000005273029669261575","-9.313225746154785e-10"
"67","0.275","300","300","0","3","0","0","0","5522389.2734140325","46.51639417581205","34.88729563185905","12.792008398348328","9.594006298761238","0","9.594006298761238","22647.53903587963","212.1735748203937","199.04279692271913","0","0.0000010994030765765217","-9.313225746154785e-10"
"68","0.275","300","300","0","3","0","0","0","5523079.207425413","47.992631185932495","35.99447338944937","13.197973576131448","9.898480182098577","0","9.898480182098577","23362.28003509888","235.55108066136017","199.04279692271913","0","0.000032912884567526384","-9.313225746154785e-10"
"69","0.275","300","300","0","3","0","0","0","5523059.978082192","48.031089872372746","36.02331740427957","13.208549714902517","9.90641228617688","0","9.90641228617688","23362.28003509888","254.78042388148606","199.04279692271913","0","5.427191588358582e-7","-9.313225746154785e-10"
"70","0.275","300","300","0","3","0","0","0","5523380.670048514","48.67375914355704","36.50531935766778","13.3852837644782","10.03896282335864","0","10.03896282335864","23683.61467069103","254.78042388148606","199.04279692271913","0","0.000006770713006620799","9.313225746154785e-10"
"71","0.275","300","300","0","3","0","0","0","5523958.954662022","49.832646144576515","37.37448460843239","13.703977689758556","10.277983267318907","0","10.277983267318907","24263.058171200766","254.78042388148606","199.04279692271913","0","0.000020081182992170987","-9.313225746154785e-10"
"72","0.275","300","300","0","3","0","0","0","5524125.512877974","50.211612551606805","37.658709413705104","13.808193451691885","10.356145088768905","0","10.356145088768905","24429.995353559636","254.78042388148606","210.3045232059835","0","0.0000026588501048085958","-9.313225746154785e-10"
"73","0.275","300","300","0","3","0","0","0","5524201.046302923","50.36298214068365","37.77223660551274","13.849820088688016","10.387365066516004","0","10.387365066516004","24505.680148098058","254.78042388148606","210.3045232059835","0","0.0000021317073677362686","-9.313225746154785e-10"
"74","0.275","300","300","0","3","0","0","0","5524119.50056252","50.69376508871612","38.020323816537086","13.940785399396944","10.455589049547699","0","10.455589049547699","24505.680148098058","336.1581367633771","252.26935484365842","0","0.000003827784368182208","0"
"75","0.275","300","300","0","3","0","0","0","5524631.813518707","51.840310525961506","38.88023289447113","14.256085394639426","10.692064045979562","0","10.692064045979562","25019.139649722474","336.1581367633771","282.1460267977538","0","0.00000859175587095695","0"
"76","0.275","300","300","0","3","0","0","0","5524805.336517794","52.20560159452775","39.15420119589581","14.356540438495143","10.767405328871348","0","10.767405328871348","25197.402178936958","340.54114183201455","282.1460267977538","0","0.0000047757182408236785","-9.313225746154785e-10"
"77","0.275","300","300","0","3","0","0","0","5525100.547981097","52.819775894206586","39.614831920654936","14.525438370906821","10.894078778180107","0","10.894078778180107","25493.227816540402","340.54114183201455","287.7711465232289","0","0.000006896145348944671","-9.313225746154785e-10"
"78","0.275","300","300","0","3","0","0","0","5525754.720518032","54.13269026127525","40.599517695956436","14.886489821850706","11.164867366388021","0","11.164867366388021","26148.713267842923","340.54114183201455","288.2565262866672","0","0.0000119022488498488","-1.862645149230957e-9"
"79","0.275","300","300","0","3","0","0","0","5525834.45982334","54.30490967607371","40.72868225705528","14.933850160920281","11.200387620690204","0","11.200387620690204","26231.720781710104","343.6433353640605","288.2565262866672","0","0.000002693032546563501","-9.313225746154785e-10"
"80","0.275","300","300","0","3","0","0","0","5525157.2190086525","56.108236721524015","42.081177541143006","15.42976509841911","11.572323823814328","0","11.572323823814328","26311.92589028103","1100.800245396793","320.3750954124164","0","0.00003323603105200856","-9.313225746154785e-10"
"81","0.275","300","300","0","3","0","0","0","5526041.204581939","58.10202249162618","43.57651686871963","15.978056185197206","11.9835421388979","0","11.9835421388979","27223.483783818123","1126.4300394663587","350.1978116534241","0","0.000021195540129403934","-9.313225746154785e-10"
"82","0.275","300","300","0","3","0","0","0","5526134.322715154","58.34190003152873","43.75642502364655","16.044022508670405","12.033016881502801","0","12.033016881502801","27316.84179457454","1126.4300394663587","363.4748875675747","0","0.0000010940184838048594","-2.7939677238464355e-9"
"83","0.275","300","300","0","3","0","0","0","5526426.223783539","58.92687211245966","44.19515408434475","16.20488983092641","12.153667373194807","0","12.153667373194807","27609.327835040003","1126.4300394663587","363.4748875675747","0","0.000013912209499644668","-9.313225746154785e-10"
"84","0.275","300","300","0","3","0","0","0","5526446.194194831","58.9668929767725","44.225169732579374","16.215895568612442","12.161921676459329","0","12.161921676459329","27629.338267196425","1126.4300394663587","363.4748875675747","0","9.626934229789441e-7","-1.862645149230957e-9"
"85","0.275","300","300","0","3","0","0","0","5526836.073840418","59.74821491181794","44.811161183863454","16.43075910074994","12.32306932556245","0","12.32306932556245","28019.99923471914","1126.4300394663587","363.4748875675747","0","0.000006784966061101905","-2.7939677238464355e-9"
"86","0.275","300","300","0","3","0","0","0","5527015.194182734","60.10717351365335","45.08038013524002","16.529472716254677","12.397104537191007","0","12.397104537191007","28199.478535636845","1126.4300394663587","363.4748875675747","0","0.000006775948199944093","-1.862645149230957e-9"
"87","0.275","300","300","0","3","0","0","0","5527063.443476148","60.23404940019932","45.175537050149494","16.564363585054817","12.423272688791112","0","12.423272688791112","28247.854704936595","1126.4300394663587","370.99823612877964","0","0.000002306083244052459","-9.313225746154785e-10"
"88","0.275","300","300","0","3","0","0","0","5527234.488267537","60.88543949061176","45.66407961795882","16.74349585991824","12.557621894938677","0","12.557621894938677","28481.674703746223","1188.678353424184","385.7967741537518","0","0.000003492093732382351","-9.313225746154785e-10"
"89","0.275","300","300","0","3","0","0","0","5527291.412588321","61.482123301587485","46.111592476190616","16.907583907936566","12.68068793095242","0","12.68068793095242","28638.395793165553","1288.0772360139526","406.88660879429665","0","0.00001134379556292364","-1.862645149230957e-9"
"90","0.275","300","300","0","3","0","0","0","5527330.317921573","61.56008990129244","46.170067425969336","16.92902472285543","12.696768542141568","0","12.696768542141568","28677.379093018033","1288.0772360139526","406.88660879429665","0","0.0000018752806718591586","-1.862645149230957e-9"
"91","0.275","300","300","0","3","0","0","0","5527401.031463602","61.701800406358316","46.27635030476874","16.967995111748547","12.725996333811405","0","12.725996333811405","28748.23434555097","1288.0772360139526","406.88660879429665","0","0.0000019953381116266655","-1.862645149230957e-9"
"92","0.275","300","300","0","3","0","0","0","5527998.17766512","62.89848618094517","47.17386463570888","17.29708369975993","12.972812774819943","0","12.972812774819943","29346.577232844396","1288.0772360139526","406.88660879429665","0","0.00003470576872224295","-1.862645149230957e-9"
"93","0.275","300","300","0","3","0","0","0","5527998.116625698","62.95952560306549","47.219644202299115","17.313869540843015","12.985402155632258","0","12.985402155632258","29346.577232844396","1288.0772360139526","422.13118919371396","0","0.0000011787457879774976","-1.862645149230957e-9"
"94","0.275","300","300","0","3","0","0","0","5528216.785003085","63.542899815194595","47.65717486139595","17.474297449178522","13.105723086883888","0","13.105723086883888","29565.82898444273","1288.0772360139526","458.31261249566126","0","0.000007707999998296522","-9.313225746154785e-10"
"95","0.275","300","300","0","3","0","0","0","5528306.410415013","63.72250985913992","47.79188239435494","17.523690211263485","13.14276765844761","0","13.14276765844761","29655.634006415396","1288.0772360139526","458.31261249566126","0","0.0000069161553317709235","-9.313225746154785e-10"
"96","0.275","300","300","0","3","0","0","0","5528543.817148348","64.35037633404231","48.26278225053174","17.696353491861643","13.27226511889623","0","13.27226511889623","29893.668606225132","1288.0772360139526","496.22394401026656","0","0.000008638985966857859","-9.313225746154785e-10"
"97","0.275","300","300","0","3","0","0","0","5529049.747044845","65.39453442973242","49.045900822299316","17.983496968176425","13.487622726132313","0","13.487622726132313","30400.642660817266","1288.0772360139526","503.76888058004204","0","0.000005988592065042652","-1.862645149230957e-9"
"98","0.275","300","300","0","3","0","0","0","5529175.781328057","65.93455922521835","49.45091941891377","18.13200378693506","13.599002840201289","0","13.599002840201289","30530.60638073534","1291.4734403323382","572.0267227019118","0","0.00000898567422169538","-1.862645149230957e-9"
"99","0.275","300","300","0","3","0","0","0","5529160.602728496","65.96491642434007","49.47368731825506","18.140352016693537","13.605264012520143","0","13.605264012520143","30530.60638073534","1306.6520398932043","572.0267227019118","0","5.466066971604455e-7","-1.862645149230957e-9"
"100","0.275","300","300","0","3","0","0","0","5529810.440332436","67.31888652086495","50.48916489064872","18.512693793237876","13.8845203449284","0","13.8845203449284","31181.797954771817","1306.6520398932043","584.9105501681333","0","0.000047667785015836904","-9.313225746154785e-10"
"101","0.275","300","300","0","3","0","0","0","5529862.822009424","67.54507630789358","50.65880723092019","18.57489598467075","13.931171988503053","0","13.931171988503053","31234.40582154662","1306.6520398932043","615.1237897507311","0","0.0000022566145529756553","-1.862645149230957e-9"
"102","0.275","300","300","0","3","0","0","0","5530089.772635015","67.99988718082221","50.999915385616674","18.699968974726126","14.024976731044587","0","14.024976731044587","31461.81125801094","1306.6520398932043","615.1237897507311","0","0.00000561870341829751","-2.7939677238464355e-9"
"103","0.275","300","300","0","3","0","0","0","5532507.93996704","72.88330588908981","54.66247941681736","20.04290911949972","15.032181839624776","0","15.032181839624776","33884.86200874422","1306.6520398932043","624.4437528106538","0","0.00016339441787993622","-1.862645149230957e-9"
"104","0.275","300","300","0","3","0","0","0","5532787.851473472","73.65059820909731","55.237948656822994","20.253914507501786","15.190435880626325","0","15.190435880626325","34191.43413042161","1332.5972532455344","649.9825752951838","0","0.000010400324972015262","-1.862645149230957e-9"
"105","0.275","300","300","0","3","0","0","0","5533001.486903943","74.08983563022868","55.567376722671526","20.374704798312912","15.28102859873467","0","15.28102859873467","34405.50879831463","1332.5972532455344","652.7518218353828","0","0.000003914895734746793","-2.7939677238464355e-9"
"106","0.275","300","300","0","3","0","0","0","5533141.52188932","74.37046686344767","55.77785014758577","20.451878387448136","15.338908790586087","0","15.338908790586087","34545.82441492413","1332.5972532455344","652.7518218353828","1","0.000010795024457666003","-1.862645149230957e-9"
"107","0.275","300","300","0","3","0","0","0","5533201.686445061","74.49103711543465","55.868277836576","20.485035206744556","15.3637764050584","0","15.3637764050584","34606.10954091762","1332.5972532455344","652.7518218353828","0","0.000002899318569671294","-1.862645149230957e-9"
"108","0.275","300","300","0","3","0","0","0","5533747.716365513","75.58528545301503","56.688964089761285","20.785953499579158","15.589465124684354","0","15.589465124684354","35153.233709707805","1332.5972532455344","652.7518218353828","0","0.000012854580880938825","-2.7939677238464355e-9"
"109","0.275","300","300","0","3","0","0","0","5533809.327586943","75.71676572866815","56.78757429650111","20.82211057538376","15.616582931537808","0","15.616582931537808","35214.976411413125","1332.5972532455344","654.7485391772202","0","0.0000028256666565584785","-1.862645149230957e-9"
"110","0.275","300","300","0","3","0","0","0","5537063.311480141","82.38903802455897","61.79177851841923","22.65698545675373","16.99273909256529","0","16.99273909256529","38513.334790363384","1370.3750222406816","654.7485391772202","0","0.00012888997442368484","-1.862645149230957e-9"
"111","0.275","300","300","0","3","0","0","0","5537829.975728864","84.27635244794875","63.20726433596157","23.175996923185924","17.381997692389433","0","17.381997692389433","39286.22997443229","1374.7273478137795","737.870102064501","0","0.000026262725547399057","-1.862645149230957e-9"
"112","0.275","300","300","0","3","0","0","0","5537879.057728014","84.45152316780653","63.338642375854896","23.22416887114681","17.418126653360098","0","17.418126653360098","39354.632056053386","1393.9106261215638","737.870102064501","0","0.0000024026264971332975","-1.862645149230957e-9"
"113","0.275","300","300","0","3","0","0","0","5537888.190264062","84.56496689210213","63.423725169076604","23.255365895328097","17.441524421496066","0","17.441524421496066","39372.388058754565","1402.4377032052726","753.0742586201513","0","0.000001069208514947739","-1.862645149230957e-9"
"114","0.275","300","300","0","3","0","0","0","5537881.837491223","84.66244474044323","63.49683355533243","23.282172303621902","17.46162922771642","0","17.46162922771642","39372.388058754565","1408.7055338572245","774.2885485758902","0","0.0000015654572384393716","-1.862645149230957e-9"
"115","0.275","300","300","0","3","0","0","0","5538889.384932907","86.68157789011167","65.01118341758377","23.83743391978072","17.878075439835538","0","17.878075439835538","40381.954633588786","1408.7055338572245","774.2885485758902","0","0.00004228316663910103","-1.862645149230957e-9"
